mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__contamination,param_model__max_samples,param_model__n_estimators,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12631888389587403,0.004556793647027274,0.0073359966278076175,0.00023499324711007114,0.05,0.5,50,passthrough,"{'model__contamination': 0.05, 'model__max_samples': 0.5, 'model__n_estimators': 50, 'scaler': 'passthrough'}",0.9863157894736841,0.9800420168067228,0.9872611464968153,0.9820675105485231,0.9527067669172932,0.9776786460486078,0.012766103255677933,16
0.2528266906738281,0.008189262798830031,0.013231611251831055,0.0005975129701945956,0.05,0.5,100,StandardScaler(),"{'model__contamination': 0.05, 'model__max_samples': 0.5, 'model__n_estimators': 100, 'scaler': StandardScaler()}",0.9852631578947368,0.9852941176470588,0.9872611464968153,0.9852320675105486,0.9894736842105264,0.9865048347519372,0.0016741331093858718,10
0.27970113754272463,0.003318587674694732,0.012768697738647462,0.0003594535449023483,0.05,0.5,100,RobustScaler(),"{'model__contamination': 0.05, 'model__max_samples': 0.5, 'model__n_estimators': 100, 'scaler': RobustScaler()}",0.9852631578947368,0.9852941176470588,0.9872611464968153,0.9852320675105486,0.9894736842105264,0.9865048347519372,0.0016741331093858718,10
0.24410076141357423,0.004358084482262024,0.012356424331665039,0.0005927806574123137,0.05,0.5,100,passthrough,"{'model__contamination': 0.05, 'model__max_samples': 0.5, 'model__n_estimators': 100, 'scaler': 'passthrough'}",0.9852631578947368,0.9852941176470588,0.9872611464968153,0.9852320675105486,0.9894736842105264,0.9865048347519372,0.0016741331093858718,10
0.48757185935974123,0.002086270076706261,0.02264375686645508,0.0004953683446421425,0.05,0.5,200,StandardScaler(),"{'model__contamination': 0.05, 'model__max_samples': 0.5, 'model__n_estimators': 200, 'scaler': StandardScaler()}",0.9821052631578948,0.9821428571428572,0.9872611464968153,0.9841772151898734,0.9915789473684211,0.9854530858711723,0.0035941240784973802,13
0.5200742721557617,0.010525601506765821,0.022569894790649414,0.00031815749399439645,0.05,0.5,200,RobustScaler(),"{'model__contamination': 0.05, 'model__max_samples': 0.5, 'model__n_estimators': 200, 'scaler': RobustScaler()}",0.9821052631578948,0.9821428571428572,0.9872611464968153,0.9841772151898734,0.9915789473684211,0.9854530858711723,0.0035941240784973802,13
0.49018301963806155,0.009288801740071986,0.02313709259033203,0.0013704147699714485,0.05,0.5,200,passthrough,"{'model__contamination': 0.05, 'model__max_samples': 0.5, 'model__n_estimators': 200, 'scaler': 'passthrough'}",0.9821052631578948,0.9821428571428572,0.9872611464968153,0.9841772151898734,0.9915789473684211,0.9854530858711723,0.0035941240784973802,13
0.11007328033447265,0.002975532099968499,0.007129049301147461,0.00012435055553966574,0.05,auto,50,StandardScaler(),"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 50, 'scaler': StandardScaler()}",0.9873684210526316,0.9905462184873949,0.9925690021231423,0.9873417721518987,0.9905263157894737,0.9896703459209082,0.0020309189468945147,1
0.14408431053161622,0.0024056604316725445,0.0075188159942626955,0.0004929787918805788,0.05,auto,50,RobustScaler(),"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 50, 'scaler': RobustScaler()}",0.9873684210526316,0.9905462184873949,0.9925690021231423,0.9873417721518987,0.9905263157894737,0.9896703459209082,0.0020309189468945147,1
0.10953345298767089,0.006237077810530251,0.0068051815032958984,0.0002697521792136715,0.05,auto,50,passthrough,"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 50, 'scaler': 'passthrough'}",0.9873684210526316,0.9905462184873949,0.9925690021231423,0.9873417721518987,0.9905263157894737,0.9896703459209082,0.0020309189468945147,1
0.20902161598205565,0.002425789916372994,0.011980962753295899,0.00146014214810888,0.05,auto,100,StandardScaler(),"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 100, 'scaler': StandardScaler()}",0.9894736842105264,0.9852941176470588,0.9893842887473461,0.9852320675105486,0.9884210526315789,0.9875610421494116,0.0019123344586184387,7
0.23824195861816405,0.004108718913971469,0.011683797836303711,0.0003160665241135041,0.05,auto,100,RobustScaler(),"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 100, 'scaler': RobustScaler()}",0.9894736842105264,0.9852941176470588,0.9893842887473461,0.9852320675105486,0.9884210526315789,0.9875610421494116,0.0019123344586184387,7
0.20097751617431642,0.004407739119562347,0.012158775329589843,0.0017815020376348066,0.05,auto,100,passthrough,"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 100, 'scaler': 'passthrough'}",0.9894736842105264,0.9852941176470588,0.9893842887473461,0.9852320675105486,0.9884210526315789,0.9875610421494116,0.0019123344586184387,7
0.40692873001098634,0.0005752392090892917,0.019585132598876953,0.0002965577908407508,0.05,auto,200,StandardScaler(),"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 200, 'scaler': StandardScaler()}",0.9873684210526316,0.9842436974789917,0.9893842887473461,0.9905063291139241,0.9894736842105264,0.9881952841206839,0.0022220579323151564,4
0.436951732635498,0.009371208874514729,0.019998931884765626,0.0007735803830442358,0.05,auto,200,RobustScaler(),"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 200, 'scaler': RobustScaler()}",0.9873684210526316,0.9842436974789917,0.9893842887473461,0.9905063291139241,0.9894736842105264,0.9881952841206839,0.0022220579323151564,4
0.40129961967468264,0.003731495482368943,0.01870250701904297,0.00033030875129492815,0.05,auto,200,passthrough,"{'model__contamination': 0.05, 'model__max_samples': 'auto', 'model__n_estimators': 200, 'scaler': 'passthrough'}",0.9873684210526316,0.9842436974789917,0.9893842887473461,0.9905063291139241,0.9894736842105264,0.9881952841206839,0.0022220579323151564,4
0.13067708015441895,0.004353581593698148,0.007899904251098632,0.00023133152103015236,0.1,0.5,50,StandardScaler(),"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 50, 'scaler': StandardScaler()}",0.9494736842105262,0.9527310924369747,0.9575371549893843,0.9588607594936709,0.9589473684210527,0.9555100119103219,0.0037765562024373784,34
0.1646517276763916,0.004578080341082341,0.008169174194335938,0.0002426631278704308,0.1,0.5,50,RobustScaler(),"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 50, 'scaler': RobustScaler()}",0.9494736842105262,0.9527310924369747,0.9575371549893843,0.9588607594936709,0.9589473684210527,0.9555100119103219,0.0037765562024373784,34
0.13211193084716796,0.006302910637034283,0.008756017684936524,0.0012556641407459278,0.1,0.5,50,passthrough,"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 50, 'scaler': 'passthrough'}",0.9494736842105262,0.9527310924369747,0.9575371549893843,0.9588607594936709,0.9589473684210527,0.9555100119103219,0.0037765562024373784,34
0.2631961822509766,0.006371716002207317,0.013020992279052734,0.0003245864895722395,0.1,0.5,100,StandardScaler(),"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 100, 'scaler': StandardScaler()}",0.9421052631578947,0.9621848739495799,0.9543524416135881,0.9556962025316456,0.9673684210526317,0.956341440461068,0.008517995169165248,31
0.30512537956237795,0.006710429687576166,0.014853525161743163,0.0014290852939615186,0.1,0.5,100,RobustScaler(),"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 100, 'scaler': RobustScaler()}",0.9421052631578947,0.9621848739495799,0.9543524416135881,0.9556962025316456,0.9673684210526317,0.956341440461068,0.008517995169165248,31
0.3287653923034668,0.08451684008665147,0.014488935470581055,0.002996933780757451,0.1,0.5,100,passthrough,"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 100, 'scaler': 'passthrough'}",0.9421052631578947,0.9621848739495799,0.9543524416135881,0.9556962025316456,0.9673684210526317,0.956341440461068,0.008517995169165248,31
0.7860945701599121,0.17106506653347317,0.0348879337310791,0.012085409919396616,0.1,0.5,200,StandardScaler(),"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 200, 'scaler': StandardScaler()}",0.9536842105263158,0.9558823529411764,0.9596602972399151,0.949367088607595,0.9663157894736842,0.9569819477577373,0.005733487884554224,28
0.7196578025817871,0.16869336973006144,0.02763681411743164,0.004556074074873873,0.1,0.5,200,RobustScaler(),"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 200, 'scaler': RobustScaler()}",0.9536842105263158,0.9558823529411764,0.9596602972399151,0.949367088607595,0.9663157894736842,0.9569819477577373,0.005733487884554224,28
0.7014669895172119,0.14160123620854415,0.030481338500976562,0.005882084685847605,0.1,0.5,200,passthrough,"{'model__contamination': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 200, 'scaler': 'passthrough'}",0.9536842105263158,0.9558823529411764,0.9596602972399151,0.949367088607595,0.9663157894736842,0.9569819477577373,0.005733487884554224,28
0.13853034973144532,0.01944235704538829,0.010161590576171876,0.0021646583182018796,0.1,auto,50,StandardScaler(),"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 50, 'scaler': StandardScaler()}",0.9642105263157894,0.9338235294117647,0.9681528662420382,0.9641350210970464,0.968421052631579,0.9597485991396436,0.013092760497367774,22
0.22364592552185059,0.08546239084819676,0.013461685180664063,0.004560939435857158,0.1,auto,50,RobustScaler(),"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 50, 'scaler': RobustScaler()}",0.9642105263157894,0.9338235294117647,0.9681528662420382,0.9641350210970464,0.968421052631579,0.9597485991396436,0.013092760497367774,22
0.14939298629760742,0.02366440764353408,0.009006643295288086,0.0014969283570627702,0.1,auto,50,passthrough,"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 50, 'scaler': 'passthrough'}",0.9642105263157894,0.9338235294117647,0.9681528662420382,0.9641350210970464,0.968421052631579,0.9597485991396436,0.013092760497367774,22
0.2691685676574707,0.0410909524830885,0.01709094047546387,0.005567129630272638,0.1,auto,100,StandardScaler(),"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 100, 'scaler': StandardScaler()}",0.9600000000000001,0.9548319327731092,0.9617834394904459,0.9525316455696202,0.9694736842105264,0.9597241404087404,0.005916689836823375,25
0.38118948936462405,0.09600776649339485,0.017592859268188477,0.004477639306360122,0.1,auto,100,RobustScaler(),"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 100, 'scaler': RobustScaler()}",0.9600000000000001,0.9548319327731092,0.9617834394904459,0.9525316455696202,0.9694736842105264,0.9597241404087404,0.005916689836823375,25
0.2850193500518799,0.06796007876730288,0.015492391586303712,0.006686953674857394,0.1,auto,100,passthrough,"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 100, 'scaler': 'passthrough'}",0.9600000000000001,0.9548319327731092,0.9617834394904459,0.9525316455696202,0.9694736842105264,0.9597241404087404,0.005916689836823375,25
0.576520586013794,0.07307988039092508,0.027333593368530272,0.0032408123030888848,0.1,auto,200,StandardScaler(),"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 200, 'scaler': StandardScaler()}",0.9557894736842105,0.9569327731092436,0.970276008492569,0.9599156118143459,0.9757894736842105,0.9637406681569158,0.007900435082754826,19
0.6341000080108643,0.10946923650845054,0.028661632537841798,0.0064941556595399935,0.1,auto,200,RobustScaler(),"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 200, 'scaler': RobustScaler()}",0.9557894736842105,0.9569327731092436,0.970276008492569,0.9599156118143459,0.9757894736842105,0.9637406681569158,0.007900435082754826,19
0.5846155643463135,0.06871133027213065,0.0376795768737793,0.032858064120171844,0.1,auto,200,passthrough,"{'model__contamination': 0.1, 'model__max_samples': 'auto', 'model__n_estimators': 200, 'scaler': 'passthrough'}",0.9557894736842105,0.9569327731092436,0.970276008492569,0.9599156118143459,0.9757894736842105,0.9637406681569158,0.007900435082754826,19
