mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__contamination,param_model__n_neighbors,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08142366409301757,0.008496006242694336,0.0216550350189209,0.0026766445950106932,auto,10,StandardScaler(),"{'model__contamination': 'auto', 'model__n_neighbors': 10, 'scaler': StandardScaler()}",0.5,0.5,0.5,0.53125,0.5,0.50625,0.012499999999999999,18
0.1572774887084961,0.023652163786255096,0.028193092346191405,0.004008556483134656,auto,10,RobustScaler(),"{'model__contamination': 'auto', 'model__n_neighbors': 10, 'scaler': RobustScaler()}",0.4936842105263158,0.49369747899159666,0.49363057324840764,0.5259757383966245,0.49473684210526314,0.5003449686536415,0.012822054159111886,20
0.07503647804260254,0.004053047234010598,0.02113313674926758,0.0011543293524780326,auto,10,passthrough,"{'model__contamination': 'auto', 'model__n_neighbors': 10, 'scaler': 'passthrough'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,21
0.09570159912109374,0.01209236384128536,0.024910402297973634,0.004471846655956056,auto,20,StandardScaler(),"{'model__contamination': 'auto', 'model__n_neighbors': 20, 'scaler': StandardScaler()}",0.5333333333333333,0.5714285714285714,0.5,0.53125,0.5,0.5272023809523809,0.02641918537746896,13
0.1367663860321045,0.022469513812962087,0.023705244064331055,0.0037989031430587955,auto,20,RobustScaler(),"{'model__contamination': 'auto', 'model__n_neighbors': 20, 'scaler': RobustScaler()}",0.5873684210526315,0.5966386554621849,0.5452005810705106,0.5821466244725738,0.5619548872180451,0.5746618338551892,0.018600494860191035,8
0.11008358001708984,0.003012717033732066,0.031487321853637694,0.0029226036572512276,auto,20,passthrough,"{'model__contamination': 'auto', 'model__n_neighbors': 20, 'scaler': 'passthrough'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,21
0.09237380027770996,0.002441341454234665,0.024338531494140624,0.0010522381614447751,auto,35,StandardScaler(),"{'model__contamination': 'auto', 'model__n_neighbors': 35, 'scaler': StandardScaler()}",0.5333333333333333,0.5714285714285714,0.5,0.53125,0.5,0.5272023809523809,0.02641918537746896,13
0.16481189727783202,0.021007970775949136,0.03391323089599609,0.006015450072051084,auto,35,RobustScaler(),"{'model__contamination': 'auto', 'model__n_neighbors': 35, 'scaler': RobustScaler()}",0.5852631578947368,0.5861344537815126,0.5398927254441837,0.5737078059071731,0.5556390977443609,0.5681274481543934,0.01790074666093906,10
0.09536457061767578,0.013123780247570714,0.026658153533935545,0.0036712011978034397,auto,35,passthrough,"{'model__contamination': 'auto', 'model__n_neighbors': 35, 'scaler': 'passthrough'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,21
0.08014030456542968,0.0026593432127113513,0.021119070053100587,0.0017752474454333978,0.01,10,StandardScaler(),"{'model__contamination': 0.01, 'model__n_neighbors': 10, 'scaler': StandardScaler()}",0.5280701754385965,0.4957983193277311,0.5747010839199911,0.5572257383966245,0.49894736842105264,0.5309485371007991,0.031217540688942946,12
0.16296653747558593,0.06479261022674168,0.027848243713378906,0.006980789646591924,0.01,10,RobustScaler(),"{'model__contamination': 0.01, 'model__n_neighbors': 10, 'scaler': RobustScaler()}",0.4936842105263158,0.4957983193277311,0.4978768577494692,0.5270305907172996,0.49473684210526314,0.5018253640852158,0.012678682467013083,19
0.10764374732971191,0.02743993330981462,0.03573188781738281,0.012669314362632795,0.01,10,passthrough,"{'model__contamination': 0.01, 'model__n_neighbors': 10, 'scaler': 'passthrough'}",0.4936842105263158,0.5577731092436974,0.4989384288747346,0.49261603375527424,0.4936842105263158,0.5073391985852675,0.025313400626637558,17
0.1214303970336914,0.05465920949773114,0.02833900451660156,0.008951208525137679,0.01,20,StandardScaler(),"{'model__contamination': 0.01, 'model__n_neighbors': 20, 'scaler': StandardScaler()}",0.5989473684210526,0.6365546218487395,0.631578947368421,0.5905854430379747,0.5336090225563911,0.5982550806465159,0.03692086233987779,3
0.1889444351196289,0.1102913072211983,0.02476053237915039,0.0039043027460428465,0.01,20,RobustScaler(),"{'model__contamination': 0.01, 'model__n_neighbors': 20, 'scaler': RobustScaler()}",0.5947368421052631,0.6039915966386554,0.5505084366968376,0.5926951476793249,0.5672180451127818,0.5818300136465726,0.01985106509070671,7
0.10579590797424317,0.05518294869555824,0.04626622200012207,0.049177788676880815,0.01,20,passthrough,"{'model__contamination': 0.01, 'model__n_neighbors': 20, 'scaler': 'passthrough'}",0.4957894736842105,0.5598739495798319,0.4978768577494692,0.4957805907172996,0.49473684210526314,0.5088115427672149,0.02555157106397878,16
0.19945402145385743,0.09458371493788648,0.05431523323059082,0.04155688057629871,0.01,35,StandardScaler(),"{'model__contamination': 0.01, 'model__n_neighbors': 35, 'scaler': StandardScaler()}",0.5312280701754386,0.5987394957983193,0.5505084366968376,0.5905854430379747,0.5336090225563911,0.5609340936529923,0.02844732892899047,11
0.22276921272277833,0.09650935458577914,0.03187794685363769,0.0063729937286419,0.01,35,RobustScaler(),"{'model__contamination': 0.01, 'model__n_neighbors': 35, 'scaler': RobustScaler()}",0.596842105263158,0.6060924369747899,0.5505084366968376,0.5926951476793249,0.5693233082706767,0.5830922869769574,0.020305523436674456,6
0.11897449493408203,0.003934216164629734,0.03627657890319824,0.0019242923596713233,0.01,35,passthrough,"{'model__contamination': 0.01, 'model__n_neighbors': 35, 'scaler': 'passthrough'}",0.49473684210526314,0.49054621848739494,0.49363057324840764,0.4957805907172996,0.4957894736842105,0.4940967396485152,0.0019459674057257154,26
