mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__contamination,param_model__n_neighbors,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.030701160430908203,0.0056366431833009155,0.010493946075439454,0.0017856344378300915,0.01,35,passthrough,"{'model__contamination': 0.01, 'model__n_neighbors': 35, 'scaler': 'passthrough'}",0.6362199747155499,0.5,0.7120733249051834,0.622737556561086,0.49777777777777776,0.5937617267919195,0.08323955268383242,12
0.023106908798217772,0.004459833381427778,0.007683420181274414,0.001570144159499683,0.05,10,StandardScaler(),"{'model__contamination': 0.05, 'model__n_neighbors': 10, 'scaler': StandardScaler()}",0.6943742098609356,0.756953223767383,0.6185208596713021,0.6902337858220211,0.6273015873015872,0.6774767332846456,0.05051360203247049,8
0.0220489501953125,0.004295711278152143,0.007397174835205078,0.0019691817231285236,0.05,10,RobustScaler(),"{'model__contamination': 0.05, 'model__n_neighbors': 10, 'scaler': RobustScaler()}",0.6229456384323641,0.7591656131479141,0.6207332490518331,0.7296380090497737,0.625079365079365,0.67151237495225,0.06025769898474863,9
0.018399810791015624,0.002921819967427857,0.006446981430053711,0.0005453686160003674,0.05,10,passthrough,"{'model__contamination': 0.05, 'model__n_neighbors': 10, 'scaler': 'passthrough'}",0.6921618204804045,0.761378002528445,0.6185208596713021,0.6947586726998491,0.625079365079365,0.6783797440918732,0.05248036257950351,7
0.044143962860107425,0.029133584340778968,0.012617731094360351,0.006767897385908298,0.05,20,StandardScaler(),"{'model__contamination': 0.05, 'model__n_neighbors': 20, 'scaler': StandardScaler()}",0.6943742098609356,0.6855246523388117,0.6965865992414665,0.7803544494720965,0.6295238095238095,0.6972727440874239,0.04824806288189406,5
0.023047447204589844,0.0008117033969587779,0.0073512554168701175,0.0004168705760033821,0.05,20,RobustScaler(),"{'model__contamination': 0.05, 'model__n_neighbors': 20, 'scaler': RobustScaler()}",0.6943742098609356,0.6877370417193427,0.6943742098609356,0.7803544494720965,0.6295238095238095,0.697272744087424,0.04816683615332717,4
0.02465023994445801,0.007975946644758683,0.011306667327880859,0.005816050609463449,0.05,20,passthrough,"{'model__contamination': 0.05, 'model__n_neighbors': 20, 'scaler': 'passthrough'}",0.6943742098609356,0.6855246523388117,0.6921618204804045,0.7803544494720965,0.6295238095238095,0.6963877883352116,0.048293090336457664,6
0.05214424133300781,0.03324341133996346,0.011968708038330078,0.002266204594401928,0.05,35,StandardScaler(),"{'model__contamination': 0.05, 'model__n_neighbors': 35, 'scaler': StandardScaler()}",0.6877370417193427,0.6229456384323641,0.7680151706700378,0.7758295625942685,0.6339682539682538,0.6976991334768534,0.0644944374921061,3
0.04957504272460937,0.03484753948843301,0.009817743301391601,0.0033487879329697477,0.05,35,RobustScaler(),"{'model__contamination': 0.05, 'model__n_neighbors': 35, 'scaler': RobustScaler()}",0.6855246523388117,0.6965865992414665,0.7702275600505689,0.7780920060331825,0.7031746031746031,0.7267210841677265,0.03922105302364044,1
0.02326688766479492,0.001129856108572686,0.007950544357299805,0.0005054951816130865,0.05,35,passthrough,"{'model__contamination': 0.05, 'model__n_neighbors': 35, 'scaler': 'passthrough'}",0.6877370417193427,0.6965865992414665,0.7680151706700378,0.7758295625942685,0.6339682539682538,0.7124273256386738,0.05315301840233867,2
